rid,sid,sentence,category,target,from,to,polarity
1700205,1700205:1,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",SERVICE#GENERAL,waitstaff,46,55,positive
1700205,1700205:2,"Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.",SERVICE#GENERAL,waitstaff,82,91,positive
1700205,1700205:3,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,FOOD#QUALITY,caviar,72,78,positive
1700205,1700205:3,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,SERVICE#GENERAL,service,93,100,positive
1702257,1702257:0,Nice Family owned traditional restaurant.,RESTAURANT#GENERAL,restaurant,30,40,positive
1702257,1702257:1,Fresh ingredients and everything is made to order.,FOOD#QUALITY,ingredients,6,17,positive
1702257,1702257:1,Fresh ingredients and everything is made to order.,FOOD#QUALITY,NULL,0,0,positive
1702257,1702257:2,I was pleasantly surprised to find this gem in Hoboken.,RESTAURANT#GENERAL,NULL,0,0,positive
1702257,1702257:3,Friendly staff that actually lets you enjoy your meal and the company you're with.,SERVICE#GENERAL,staff,9,14,positive
1706644,1706644:1,"I found the food to be outstanding, particulary the salmon dish I had.",FOOD#QUALITY,food,12,16,positive
1706644,1706644:1,"I found the food to be outstanding, particulary the salmon dish I had.",FOOD#QUALITY,salmon dish,52,63,positive
1706644,1706644:2,"I also ordered the Change Mojito, which was out of this world.",DRINKS#QUALITY,Change Mojito,19,32,positive
1706644,1706644:3,"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.",FOOD#QUALITY,dim sum,82,89,neutral
1706644,1706644:4,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",AMBIENCE#GENERAL,back patio,18,28,positive
1706644,1706644:4,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",AMBIENCE#GENERAL,music,69,74,positive
1706644,1706644:5,"Overall, excellent restaurant!",RESTAURANT#GENERAL,restaurant,19,29,positive
1707201,1707201:1,The food was good.,FOOD#QUALITY,food,4,8,positive
1707201,1707201:2,The place was nice and calm.,AMBIENCE#GENERAL,place,4,9,positive
1707201,1707201:3,but the service was a bit slow.,SERVICE#GENERAL,service,8,15,negative
1707741,1707741:1,The buffet had a nice selection.,FOOD#STYLE_OPTIONS,buffet,4,10,positive
1707741,1707741:2,The food was average or above including some surprising tasty dishes.,FOOD#QUALITY,food,4,8,positive
1707741,1707741:2,The food was average or above including some surprising tasty dishes.,FOOD#QUALITY,dishes,62,68,positive
1707741,1707741:3,Service was also very good.,SERVICE#GENERAL,Service,0,7,positive
1707741,1707741:4,I would go back.,RESTAURANT#GENERAL,NULL,0,0,positive
1710746,1710746:0,I got an excellent piece of cheesecake and we had several other nice pastries.,FOOD#QUALITY,cheesecake,28,38,positive
1710746,1710746:0,I got an excellent piece of cheesecake and we had several other nice pastries.,FOOD#QUALITY,pastries,69,77,positive
1710746,1710746:1,"I would recommend Roxy's for that, but not for their food.",FOOD#QUALITY,food,53,57,negative
1710746,1710746:1,"I would recommend Roxy's for that, but not for their food.",FOOD#QUALITY,NULL,0,0,positive
1710746,1710746:2,My son and his girlfriend both wanted cheeseburgers and they were huge!,FOOD#STYLE_OPTIONS,cheeseburgers,38,51,neutral
1710746,1710746:3,"But, they were too big for the bun.",FOOD#STYLE_OPTIONS,NULL,0,0,negative
1710746,1710746:4,"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",FOOD#STYLE_OPTIONS,burgers,20,27,negative
1710746,1710746:5,Also they were $15 each!,FOOD#PRICES,NULL,0,0,negative
1710746,1710746:6,I had a huge pastrami sandwich on a roll.,FOOD#STYLE_OPTIONS,pastrami sandwich on a roll,13,40,neutral
1710746,1710746:7,It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,FOOD#PRICES,NULL,0,0,neutral
1710746,1710746:7,It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,FOOD#QUALITY,NULL,0,0,negative
1713185,1713185:0,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",FOOD#QUALITY,food,104,108,negative
1713185,1713185:0,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",AMBIENCE#GENERAL,place,5,10,positive
1713185,1713185:1,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",FOOD#QUALITY,food,42,46,negative
1713185,1713185:1,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",FOOD#QUALITY,spice,98,103,negative
1713185,1713185:2,And the Tom Kha soup was pathetic.,FOOD#QUALITY,Tom Kha soup,8,20,negative
1713185,1713185:3,If you want good authentic Thai this place is not the place to go.,FOOD#QUALITY,Thai,27,31,negative
1718513,1718513:0,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",FOOD#QUALITY,food,100,104,positive
1718513,1718513:1,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",FOOD#QUALITY,pesto pizza,4,15,positive
1718513,1718513:1,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",FOOD#QUALITY,spicy Italian cheese,70,90,positive
1718513,1718513:2,"Conveniently located too, being right on Bedford ave.",LOCATION#GENERAL,NULL,0,0,positive
1718513,1718513:3,"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",AMBIENCE#GENERAL,back garden sitting area,4,28,positive
1718513,1718513:4,I will definetly be going back.,RESTAURANT#GENERAL,NULL,0,0,positive
1719567,1719567:0,We had the lobster sandwich and it was FANTASTIC.,FOOD#QUALITY,lobster sandwich,11,27,positive
1719567,1719567:1,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",FOOD#STYLE_OPTIONS,NULL,0,0,negative
1719567,1719567:1,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",FOOD#STYLE_OPTIONS,portion,52,59,positive
1719567,1719567:1,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",FOOD#QUALITY,french fries,103,115,positive
1719567,1719567:2,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,FOOD#QUALITY,scallops,11,19,positive
1719567,1719567:2,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,FOOD#QUALITY,sauce,68,73,positive
1719567,1719567:4,We waited at the bar and had martinis that were just right.,DRINKS#QUALITY,martinis,29,37,positive
1719567,1719567:5,We will be back.,RESTAURANT#GENERAL,NULL,0,0,positive
1723402,1723402:0,love the food.,FOOD#QUALITY,food,9,13,positive
1723402,1723402:1,it's the only place you can get yummy authentic japanese comfort food.,FOOD#QUALITY,japanese comfort food,48,69,positive
1723402,1723402:3,and you can't beat the prices.,RESTAURANT#PRICES,NULL,0,0,positive
1723402,1723402:4,highly recommended.,RESTAURANT#GENERAL,NULL,0,0,positive
1723658,1723658:0,I've lived in NY for 5 years and this place has it all.,RESTAURANT#GENERAL,place,38,43,positive
1723658,1723658:1,"Great food, good size menu, great service and an unpretensious setting.",FOOD#QUALITY,food,6,10,positive
1723658,1723658:1,"Great food, good size menu, great service and an unpretensious setting.",FOOD#STYLE_OPTIONS,menu,22,26,positive
1723658,1723658:1,"Great food, good size menu, great service and an unpretensious setting.",SERVICE#GENERAL,service,34,41,positive
1723658,1723658:1,"Great food, good size menu, great service and an unpretensious setting.",AMBIENCE#GENERAL,setting,63,70,positive
1723658,1723658:2,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",FOOD#QUALITY,dishes,4,10,positive
1723658,1723658:2,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",FOOD#QUALITY,lamb sausages,62,75,positive
1723658,1723658:2,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",FOOD#QUALITY,sardines with biscuits,77,99,positive
1723658,1723658:2,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",FOOD#QUALITY,large whole shrimp,101,119,positive
1723658,1723658:2,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",FOOD#QUALITY,pistachio ice cream,135,154,positive
1723658,1723658:3,I'm glad I was introduced to this place and this is a rare gem in NY.,RESTAURANT#GENERAL,place,34,39,positive
1726001,1726001:1,"The freshest, best variety, and the fastest delivery.",FOOD#QUALITY,NULL,0,0,positive
1726001,1726001:1,"The freshest, best variety, and the fastest delivery.",FOOD#STYLE_OPTIONS,NULL,0,0,positive
1726001,1726001:1,"The freshest, best variety, and the fastest delivery.",SERVICE#GENERAL,delivery,44,52,positive
1726001,1726001:2,Also very inexpensive.,RESTAURANT#PRICES,NULL,0,0,positive
1726001,1726001:3,A great choice at any cost and a great deal.,RESTAURANT#GENERAL,NULL,0,0,positive
1726001,1726001:3,A great choice at any cost and a great deal.,RESTAURANT#PRICES,NULL,0,0,positive
1726427,1726427:0,The service was excellent and the food was delicious.,SERVICE#GENERAL,service,4,11,positive
1726427,1726427:0,The service was excellent and the food was delicious.,FOOD#QUALITY,food,34,38,positive
1726427,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",FOOD#QUALITY,sushi,29,34,positive
1726427,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",FOOD#QUALITY,ceviche mix (special),90,111,positive
1726427,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",FOOD#QUALITY,crab dumplings,113,127,positive
1726427,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",FOOD#QUALITY,assorted sashimi,129,145,positive
1726427,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",FOOD#QUALITY,sushi,147,152,positive
1726427,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",FOOD#QUALITY,rolls,157,162,positive
1726427,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",DRINKS#QUALITY,sake,177,181,positive
1726427,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",FOOD#QUALITY,banana tempura,191,205,positive
1726427,1726427:3,Definitely a great spot for a nice occasion or date.,RESTAURANT#MISCELLANEOUS,spot,19,23,positive
1726473,1726473:0,"Average to good Thai food, but terrible delivery.",FOOD#QUALITY,Thai food,16,25,positive
1726473,1726473:0,"Average to good Thai food, but terrible delivery.",SERVICE#GENERAL,delivery,40,48,negative
1726473,1726473:1,I've waited over one hour for food.,SERVICE#GENERAL,NULL,0,0,negative
1726473,1726473:2,They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,SERVICE#GENERAL,NULL,0,0,negative
1726473,1726473:3,A Thai restaurant out of rice during dinner?,RESTAURANT#MISCELLANEOUS,Thai restaurant,2,17,negative
1726473,1726473:4,"The food arrived 20 minutes after I called, cold and soggy.",FOOD#QUALITY,food,4,8,negative
1726473,1726473:4,"The food arrived 20 minutes after I called, cold and soggy.",SERVICE#GENERAL,NULL,0,0,negative
1727363,1727363:1,This is a wonderful place on all stand points especially value ofr money.,RESTAURANT#PRICES,place,20,25,positive
1727363,1727363:1,This is a wonderful place on all stand points especially value ofr money.,RESTAURANT#GENERAL,place,20,25,positive
1727363,1727363:2,An excellent service,SERVICE#GENERAL,service,13,20,positive
1728733,1728733:1,We were greeted promptly by the waiter who was very nice and cordial.,SERVICE#GENERAL,waiter,32,38,positive
1728733,1728733:2,She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.,SERVICE#GENERAL,NULL,0,0,positive
1728733,1728733:2,She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.,FOOD#QUALITY,dishes,85,91,positive
1728733,1728733:4,The food looked very appetizing and delicious since it came on a variety of fancy plates.,FOOD#STYLE_OPTIONS,food,4,8,positive
